Link,bus0,bus1,carrier,p_nom_extendable,bus4,bus3,bus2
CH urban central solid biomass CHP CC,CH solid biomass,CH,urban central solid biomass CHP CC,True,CH co2 stored,co2 atmosphere,CH urban central heat
CZ urban central solid biomass CHP CC,CZ solid biomass,CZ,urban central solid biomass CHP CC,True,CZ co2 stored,co2 atmosphere,CZ urban central heat
DE urban central solid biomass CHP CC,DE solid biomass,DE,urban central solid biomass CHP CC,True,DE co2 stored,co2 atmosphere,DE urban central heat
DK urban central solid biomass CHP CC,DK solid biomass,DK,urban central solid biomass CHP CC,True,DK co2 stored,co2 atmosphere,DK urban central heat
EE urban central solid biomass CHP CC,EE solid biomass,EE,urban central solid biomass CHP CC,True,EE co2 stored,co2 atmosphere,EE urban central heat
ES urban central solid biomass CHP CC,ES solid biomass,ES,urban central solid biomass CHP CC,True,ES co2 stored,co2 atmosphere,ES urban central heat
FI urban central solid biomass CHP CC,FI solid biomass,FI,urban central solid biomass CHP CC,True,FI co2 stored,co2 atmosphere,FI urban central heat
FR urban central solid biomass CHP CC,FR solid biomass,FR,urban central solid biomass CHP CC,True,FR co2 stored,co2 atmosphere,FR urban central heat
GB urban central solid biomass CHP CC,GB solid biomass,GB,urban central solid biomass CHP CC,True,GB co2 stored,co2 atmosphere,GB urban central heat
GBI urban central solid biomass CHP CC,GBI solid biomass,GBI,urban central solid biomass CHP CC,True,GBI co2 stored,co2 atmosphere,GBI urban central heat
GR urban central solid biomass CHP CC,GR solid biomass,GR,urban central solid biomass CHP CC,True,GR co2 stored,co2 atmosphere,GR urban central heat
HR urban central solid biomass CHP CC,HR solid biomass,HR,urban central solid biomass CHP CC,True,HR co2 stored,co2 atmosphere,HR urban central heat
HU urban central solid biomass CHP CC,HU solid biomass,HU,urban central solid biomass CHP CC,True,HU co2 stored,co2 atmosphere,HU urban central heat
IE urban central solid biomass CHP CC,IE solid biomass,IE,urban central solid biomass CHP CC,True,IE co2 stored,co2 atmosphere,IE urban central heat
IT urban central solid biomass CHP CC,IT solid biomass,IT,urban central solid biomass CHP CC,True,IT co2 stored,co2 atmosphere,IT urban central heat
LT urban central solid biomass CHP CC,LT solid biomass,LT,urban central solid biomass CHP CC,True,LT co2 stored,co2 atmosphere,LT urban central heat
LU urban central solid biomass CHP CC,LU solid biomass,LU,urban central solid biomass CHP CC,True,LU co2 stored,co2 atmosphere,LU urban central heat
LV urban central solid biomass CHP CC,LV solid biomass,LV,urban central solid biomass CHP CC,True,LV co2 stored,co2 atmosphere,LV urban central heat
ME urban central solid biomass CHP CC,ME solid biomass,ME,urban central solid biomass CHP CC,True,ME co2 stored,co2 atmosphere,ME urban central heat
MK urban central solid biomass CHP CC,MK solid biomass,MK,urban central solid biomass CHP CC,True,MK co2 stored,co2 atmosphere,MK urban central heat
NL urban central solid biomass CHP CC,NL solid biomass,NL,urban central solid biomass CHP CC,True,NL co2 stored,co2 atmosphere,NL urban central heat
NO urban central solid biomass CHP CC,NO solid biomass,NO,urban central solid biomass CHP CC,True,NO co2 stored,co2 atmosphere,NO urban central heat
PL urban central solid biomass CHP CC,PL solid biomass,PL,urban central solid biomass CHP CC,True,PL co2 stored,co2 atmosphere,PL urban central heat
PT urban central solid biomass CHP CC,PT solid biomass,PT,urban central solid biomass CHP CC,True,PT co2 stored,co2 atmosphere,PT urban central heat
RO urban central solid biomass CHP CC,RO solid biomass,RO,urban central solid biomass CHP CC,True,RO co2 stored,co2 atmosphere,RO urban central heat
RS urban central solid biomass CHP CC,RS solid biomass,RS,urban central solid biomass CHP CC,True,RS co2 stored,co2 atmosphere,RS urban central heat
SE urban central solid biomass CHP CC,SE solid biomass,SE,urban central solid biomass CHP CC,True,SE co2 stored,co2 atmosphere,SE urban central heat
SI urban central solid biomass CHP CC,SI solid biomass,SI,urban central solid biomass CHP CC,True,SI co2 stored,co2 atmosphere,SI urban central heat
SK urban central solid biomass CHP CC,SK solid biomass,SK,urban central solid biomass CHP CC,True,SK co2 stored,co2 atmosphere,SK urban central heat
XK urban central solid biomass CHP CC,XK solid biomass,XK,urban central solid biomass CHP CC,True,XK co2 stored,co2 atmosphere,XK urban central heat
AL solid biomass biomass to liquid,AL solid biomass,EU oil,biomass to liquid,True,,,co2 atmosphere
AT solid biomass biomass to liquid,AT solid biomass,EU oil,biomass to liquid,True,,,co2 atmosphere
BA solid biomass biomass to liquid,BA solid biomass,EU oil,biomass to liquid,True,,,co2 atmosphere
BE solid biomass biomass to liquid,BE solid biomass,EU oil,biomass to liquid,True,,,co2 atmosphere
BG solid biomass biomass to liquid,BG solid biomass,EU oil,biomass to liquid,True,,,co2 atmosphere
CH solid biomass biomass to liquid,CH solid biomass,EU oil,biomass to liquid,True,,,co2 atmosphere
CZ solid biomass biomass to liquid,CZ solid biomass,EU oil,biomass to liquid,True,,,co2 atmosphere
DE solid biomass biomass to liquid,DE solid biomass,EU oil,biomass to liquid,True,,,co2 atmosphere
DK solid biomass biomass to liquid,DK solid biomass,EU oil,biomass to liquid,True,,,co2 atmosphere
EE solid biomass biomass to liquid,EE solid biomass,EU oil,biomass to liquid,True,,,co2 atmosphere
ES solid biomass biomass to liquid,ES solid biomass,EU oil,biomass to liquid,True,,,co2 atmosphere
FI solid biomass biomass to liquid,FI solid biomass,EU oil,biomass to liquid,True,,,co2 atmosphere
FR solid biomass biomass to liquid,FR solid biomass,EU oil,biomass to liquid,True,,,co2 atmosphere
GB solid biomass biomass to liquid,GB solid biomass,EU oil,biomass to liquid,True,,,co2 atmosphere
GBI solid biomass biomass to liquid,GBI solid biomass,EU oil,biomass to liquid,True,,,co2 atmosphere
GR solid biomass biomass to liquid,GR solid biomass,EU oil,biomass to liquid,True,,,co2 atmosphere
HR solid biomass biomass to liquid,HR solid biomass,EU oil,biomass to liquid,True,,,co2 atmosphere
HU solid biomass biomass to liquid,HU solid biomass,EU oil,biomass to liquid,True,,,co2 atmosphere
IE solid biomass biomass to liquid,IE solid biomass,EU oil,biomass to liquid,True,,,co2 atmosphere
IT solid biomass biomass to liquid,IT solid biomass,EU oil,biomass to liquid,True,,,co2 atmosphere
LT solid biomass biomass to liquid,LT solid biomass,EU oil,biomass to liquid,True,,,co2 atmosphere
LU solid biomass biomass to liquid,LU solid biomass,EU oil,biomass to liquid,True,,,co2 atmosphere
LV solid biomass biomass to liquid,LV solid biomass,EU oil,biomass to liquid,True,,,co2 atmosphere
ME solid biomass biomass to liquid,ME solid biomass,EU oil,biomass to liquid,True,,,co2 atmosphere
MK solid biomass biomass to liquid,MK solid biomass,EU oil,biomass to liquid,True,,,co2 atmosphere
NL solid biomass biomass to liquid,NL solid biomass,EU oil,biomass to liquid,True,,,co2 atmosphere
NO solid biomass biomass to liquid,NO solid biomass,EU oil,biomass to liquid,True,,,co2 atmosphere
PL solid biomass biomass to liquid,PL solid biomass,EU oil,biomass to liquid,True,,,co2 atmosphere
PT solid biomass biomass to liquid,PT solid biomass,EU oil,biomass to liquid,True,,,co2 atmosphere
RO solid biomass biomass to liquid,RO solid biomass,EU oil,biomass to liquid,True,,,co2 atmosphere
RS solid biomass biomass to liquid,RS solid biomass,EU oil,biomass to liquid,True,,,co2 atmosphere
SE solid biomass biomass to liquid,SE solid biomass,EU oil,biomass to liquid,True,,,co2 atmosphere
SI solid biomass biomass to liquid,SI solid biomass,EU oil,biomass to liquid,True,,,co2 atmosphere
SK solid biomass biomass to liquid,SK solid biomass,EU oil,biomass to liquid,True,,,co2 atmosphere
XK solid biomass biomass to liquid,XK solid biomass,EU oil,biomass to liquid,True,,,co2 atmosphere
AL solid biomass AL electrobiofuels,AL solid biomass,EU oil,electrobiofuels,True,,co2 atmosphere,AL H2
AT solid biomass AT electrobiofuels,AT solid biomass,EU oil,electrobiofuels,True,,co2 atmosphere,AT H2
BA solid biomass BA electrobiofuels,BA solid biomass,EU oil,electrobiofuels,True,,co2 atmosphere,BA H2
BE solid biomass BE electrobiofuels,BE solid biomass,EU oil,electrobiofuels,True,,co2 atmosphere,BE H2
BG solid biomass BG electrobiofuels,BG solid biomass,EU oil,electrobiofuels,True,,co2 atmosphere,BG H2
CH solid biomass CH electrobiofuels,CH solid biomass,EU oil,electrobiofuels,True,,co2 atmosphere,CH H2
CZ solid biomass CZ electrobiofuels,CZ solid biomass,EU oil,electrobiofuels,True,,co2 atmosphere,CZ H2
DE solid biomass DE electrobiofuels,DE solid biomass,EU oil,electrobiofuels,True,,co2 atmosphere,DE H2
DK solid biomass DK electrobiofuels,DK solid biomass,EU oil,electrobiofuels,True,,co2 atmosphere,DK H2
EE solid biomass EE electrobiofuels,EE solid biomass,EU oil,electrobiofuels,True,,co2 atmosphere,EE H2
ES solid biomass ES electrobiofuels,ES solid biomass,EU oil,electrobiofuels,True,,co2 atmosphere,ES H2
FI solid biomass FI electrobiofuels,FI solid biomass,EU oil,electrobiofuels,True,,co2 atmosphere,FI H2
FR solid biomass FR electrobiofuels,FR solid biomass,EU oil,electrobiofuels,True,,co2 atmosphere,FR H2
GB solid biomass GB electrobiofuels,GB solid biomass,EU oil,electrobiofuels,True,,co2 atmosphere,GB H2
GBI solid biomass GBI electrobiofuels,GBI solid biomass,EU oil,electrobiofuels,True,,co2 atmosphere,GBI H2
GR solid biomass GR electrobiofuels,GR solid biomass,EU oil,electrobiofuels,True,,co2 atmosphere,GR H2
HR solid biomass HR electrobiofuels,HR solid biomass,EU oil,electrobiofuels,True,,co2 atmosphere,HR H2
HU solid biomass HU electrobiofuels,HU solid biomass,EU oil,electrobiofuels,True,,co2 atmosphere,HU H2
IE solid biomass IE electrobiofuels,IE solid biomass,EU oil,electrobiofuels,True,,co2 atmosphere,IE H2
IT solid biomass IT electrobiofuels,IT solid biomass,EU oil,electrobiofuels,True,,co2 atmosphere,IT H2
LT solid biomass LT electrobiofuels,LT solid biomass,EU oil,electrobiofuels,True,,co2 atmosphere,LT H2
LU solid biomass LU electrobiofuels,LU solid biomass,EU oil,electrobiofuels,True,,co2 atmosphere,LU H2
LV solid biomass LV electrobiofuels,LV solid biomass,EU oil,electrobiofuels,True,,co2 atmosphere,LV H2
ME solid biomass ME electrobiofuels,ME solid biomass,EU oil,electrobiofuels,True,,co2 atmosphere,ME H2
MK solid biomass MK electrobiofuels,MK solid biomass,EU oil,electrobiofuels,True,,co2 atmosphere,MK H2
NL solid biomass NL electrobiofuels,NL solid biomass,EU oil,electrobiofuels,True,,co2 atmosphere,NL H2
NO solid biomass NO electrobiofuels,NO solid biomass,EU oil,electrobiofuels,True,,co2 atmosphere,NO H2
PL solid biomass PL electrobiofuels,PL solid biomass,EU oil,electrobiofuels,True,,co2 atmosphere,PL H2
PT solid biomass PT electrobiofuels,PT solid biomass,EU oil,electrobiofuels,True,,co2 atmosphere,PT H2
RO solid biomass RO electrobiofuels,RO solid biomass,EU oil,electrobiofuels,True,,co2 atmosphere,RO H2
RS solid biomass RS electrobiofuels,RS solid biomass,EU oil,electrobiofuels,True,,co2 atmosphere,RS H2
SE solid biomass SE electrobiofuels,SE solid biomass,EU oil,electrobiofuels,True,,co2 atmosphere,SE H2
SI solid biomass SI electrobiofuels,SI solid biomass,EU oil,electrobiofuels,True,,co2 atmosphere,SI H2
SK solid biomass SK electrobiofuels,SK solid biomass,EU oil,electrobiofuels,True,,co2 atmosphere,SK H2
XK solid biomass XK electrobiofuels,XK solid biomass,EU oil,electrobiofuels,True,,co2 atmosphere,XK H2
AL Haber-Bosch,AL,EU NH3,Haber-Bosch,True,,AL urban central heat,AL H2
AT Haber-Bosch,AT,EU NH3,Haber-Bosch,True,,AT urban central heat,AT H2
BA Haber-Bosch,BA,EU NH3,Haber-Bosch,True,,BA urban central heat,BA H2
BE Haber-Bosch,BE,EU NH3,Haber-Bosch,True,,BE urban central heat,BE H2
BG Haber-Bosch,BG,EU NH3,Haber-Bosch,True,,BG urban central heat,BG H2
CH Haber-Bosch,CH,EU NH3,Haber-Bosch,True,,CH urban central heat,CH H2
CZ Haber-Bosch,CZ,EU NH3,Haber-Bosch,True,,CZ urban central heat,CZ H2
DE Haber-Bosch,DE,EU NH3,Haber-Bosch,True,,DE urban central heat,DE H2
DK Haber-Bosch,DK,EU NH3,Haber-Bosch,True,,DK urban central heat,DK H2
EE Haber-Bosch,EE,EU NH3,Haber-Bosch,True,,EE urban central heat,EE H2
ES Haber-Bosch,ES,EU NH3,Haber-Bosch,True,,ES urban central heat,ES H2
FI Haber-Bosch,FI,EU NH3,Haber-Bosch,True,,FI urban central heat,FI H2
FR Haber-Bosch,FR,EU NH3,Haber-Bosch,True,,FR urban central heat,FR H2
GB Haber-Bosch,GB,EU NH3,Haber-Bosch,True,,GB urban central heat,GB H2
GBI Haber-Bosch,GBI,EU NH3,Haber-Bosch,True,,GBI urban central heat,GBI H2
GR Haber-Bosch,GR,EU NH3,Haber-Bosch,True,,GR urban central heat,GR H2
HR Haber-Bosch,HR,EU NH3,Haber-Bosch,True,,HR urban central heat,HR H2
HU Haber-Bosch,HU,EU NH3,Haber-Bosch,True,,HU urban central heat,HU H2
IE Haber-Bosch,IE,EU NH3,Haber-Bosch,True,,IE urban central heat,IE H2
IT Haber-Bosch,IT,EU NH3,Haber-Bosch,True,,IT urban central heat,IT H2
LT Haber-Bosch,LT,EU NH3,Haber-Bosch,True,,LT urban central heat,LT H2
LU Haber-Bosch,LU,EU NH3,Haber-Bosch,True,,LU urban central heat,LU H2
LV Haber-Bosch,LV,EU NH3,Haber-Bosch,True,,LV urban central heat,LV H2
ME Haber-Bosch,ME,EU NH3,Haber-Bosch,True,,ME urban central heat,ME H2
MK Haber-Bosch,MK,EU NH3,Haber-Bosch,True,,MK urban central heat,MK H2
NL Haber-Bosch,NL,EU NH3,Haber-Bosch,True,,NL urban central heat,NL H2
NO Haber-Bosch,NO,EU NH3,Haber-Bosch,True,,NO urban central heat,NO H2
PL Haber-Bosch,PL,EU NH3,Haber-Bosch,True,,PL urban central heat,PL H2
